Equipo,Denominación,GMAO,Ubicación Tec
2188173,DISP GOUJON'S  PASO RUEDA D.I X52,WBRXDG020,ENVG_T_001_BR-_BRP-
2188174,DISP GOUJON'S  TABLERO IZQUIERDO X52,WBRXDG021,ENVG_T_001_BR-_BRP-
2188175,DISPOSITIVO GOUJON'S PASO RUEDA T.D H79,WBRXDG022,ENVG_T_001_BR-_BRP-
2190329,TANQUE C02 CRIOGAS,WCOTA001,ENVG_T
2193680,PISTOLA ANGULAR COPA L.D ROTULA H79,WLDHPA001,ENVG_T_004_CC-_CCD-_DCD-_0020
2193681,PISTOLA ANGULAR COPA L.I ROTULA H79,WLDHPA002,ENVG_T_004_CC-_CCG-_CCGM_0020
2193682,PISTOLA ANGULAR COPA TRAVIEZA DE TECHO,WCBXPA003,ENVG_T
2193683,PISTOLA ANGULAR COPA FACHADA DELANTERA,WCBXPA004,ENVG_T
2193684,PISTOLA ANGULAR COPA PREPARACION PUERTAS,WTRXPA005,ENVG_T_003_OU-_PRD-_PRDS
2193685,PISTOLA ANGULAR COPA PREPARACION PUERTAS,WTRXPA006,ENVG_T_006_OU-_PV--_PVG-
2193686,PISTOLA ANGULAR CROOFORD MONTAJE PUERTAS,WTRXPT007,ENVG_T_006_OU-_PV--_PVD-
2193687,PISTOLA ANGULAR CROOFORD PUERTAS IZQUIER,WTRXPT008,ENVG_T_006_OU-_PV--_PVG-
2193688,PISTOLA DISPLAY PREPARACION PORTILLON,WTRXPD001,ENVG_T_004_OU-_CR--_CRS-_0030
2193689,PISTOLA DISPLAY FIJACION ALETAS IZQUIERD,WTRXPD002,ENVG_T_006_OU-_AI--_AIG-_0010
2193690,PISTOLA DISPLAY FIJACION PORTILLON,WTRXPD003,ENVG_T_004_OU-_CR--_CRS-_0030
2193691,PISTOLA ELECTRONICA FIJACION ALETAS DER,WTRXPE004,ENVG_T_006_OU-_AI--_AID-_0010
2193692,PISTOLA IMPACTO SOPORTE EQUILIBRADOR CAP,WBLXPI001,ENVG_T
2193693,PISTOLA IMPACTO TRAVIEZA EXTREMA DEL,WBLXPI002,ENVG_T
2193694,PISTOLA IMPACTO ROTULA LATERAL DER,WLDBPI003,ENVG_T
2193695,PISTOLA IMPACTO ROTULA LATERA IZQ,WLIBPI004,ENVG_T
2195684,CARRO PROXIMIDAD REPUESTOS POLIPASTOS,WGENCPL004,ENVG_T
2198356,EXTRACTOR DE HUMO TECHOS PORTICO HJD,SEHSMV024,ENVG_T
2198357,EXTRACTOR HUMOS SODADURA IDS EQUIPO MIG,SEHSMV025,ENVG_T
2206195,ROBOT COLABORATIVO CALIDAD,WTEXRB010,ENVG_T_COM_CF-_CFF-_CFF1_000D
2206196,CAMARA DETECCION CALIDAD,WTEXCM001,ENVG_T_COM_CF-_CFF-_CFF1_000D
2208838,MOTOR X TALLER 1,WCLAX100,ENVG_T_006_BRX_BRP-_BRP1
2225484,MILLER STAND BY BLOQUE,WFGPVSM010,ENVG_T_HJD_FER_MANU_B2--
2225488,MILLER STAND BY TERMINACION X52,WFGCOSM005,ENVG_T_CAB_TER_-CO2
2225497,SOLDADOR MILLER STAND BY,WTMTSM000,ENVG_T_MAT
2225498,BOMBA MASTIC LATERALES H79,WSXBM010,ENVG_T_006_CX-_CXG-_CCIX_0002
2237138,MATRIZ TR-005,WPSXMT606,ENVG_T_006_BRX_SR--_LRG-
2239386,MATRIZ PYG H79 COPELA,nan,ENVG_T_006_BRX
2239387,MATRIZ PED/G-180 L-52,nan,ENVG_T_UN2
2242748,MATRIZ PCD 005 X52,WLDXMT015,ENVG_T_006_CX-_CXD-_CCDX_0001
2248961,Dispositivo trampa carburante HJD,WTRHDN015,ENVG_T_004_OU-_PRD-
2248962,Dispositivo trampa carb.   X-52,WTRXDN018,ENVG_T_004_OU-_PRD-
2248963,DISPOSITIVO CAPOT/ALETAS H79,WTRHDN019,ENVG_T_004_OU-_PRD-
2248965,Dispositivo montaje portrillon,WTRLDN021,ENVG_T_004_OU-_PRD-
2248966,Dispositivo goujones estribo X52,WTRXDN022,ENVG_T_HJD_BM-_-100
2248967,Dispositivo goujones estribo HJD,WTRHDN023,ENVG_T_HJD_BM-_-100
2248968,Dispositivo goujones  BM100  izquierdo,WTRTDN024,ENVG_T_HJD_BM-_-100
2248969,Dispositivo goujones  BM100  derecho,WTRTDN025,ENVG_T_HJD_BM-_-100
2248970,Dispositivo goujones  BR 020,WBRTDN026,ENVG_T_006_BRX_BRP-_BRP1_0030
2248971,Dispositivo goujones  BR 030,WBRTDN027,ENVG_T_006_BRX_BRP-_BRP1_0030
2251721,TUCKER M5 PLM200 ALETAS  X52-H79 ROBER S,WADBSG015,ENVG_T_COM_OU-_AI--_AIDG_0010
2252335,SKID TERMINACION #19,WTRXSK019,ENVG_T_HJD_FER
2252336,SKID TERMINACION #20,WTRXSK020,ENVG_T_HJD_FER
2262397,ESTACIONARIA PRP8,WBRXEE016,ENVG_T
2263557,SOLDADOR MILLER,WBRXSM026,ENVG_T_EST
2264805,MEDIO FACHADA DELANTERA 1,WCBXME001,ENVG_T_001_SE
2264806,MEDIO FACHADA DELANTERA 2,WCBXME002,ENVG_T_001_SE
2265273,DISPOSITIVO SERTISSAGE P. RUEDA IZQUIERD,WFERDSP001,ENVG_T_COM
2274803,MOLDE A2 SERTISSAGE PDC X52PH2,WPCXMD089,ENVG_T_006_OU-_PV--_PVX-_0008
2275557,TRANSFERENCIA TECHOS H 79,DLITRIMMCI-030,ENVG_T_004_BR-
2275929,PINZA MF PISO   [EM01],WPSXPZ732MF,ENVG_T_001_BR-
2275930,PINZA MF PISO   [EM16],WPSXPZ752MF,ENVG_T_001_SE
2279231,ROBOT DE SOLDADURA CR400,WOUXRB-011,ENVG_T_006_CR-_400-
2279232,ISLA DE SOLDADURA CR400,WOUXIS-006,ENVG_T_006_CR-_400-
2279233,MATRIZ B52 CR400,WOUMTR-719,ENVG_T_006_CR-_400-
2279234,PINZA ROBOT CR400 3G,WOUXPZ-001,ENVG_T_006_OU-_CR--
2279235,MATRIZ DE REFUERZO LARGUERO,WBRXMM-010,ENVG_T_001_BR-_SV--_SVF-_0001
2282784,AGV OUV 22 SAV-10137,WOUAGV22,ENVG_T_COM_CF-_CFF-_CFF1_0010
2282785,AGV OUV 23 SAV-10572,WOUAGV23,ENVG_T_COM_CF-_CFF-_CFF1_0010
2282786,AGV OUV 24 SAV-10569,WOUAGV24,ENVG_T_COM_CF-_CFF-_CFF1_0010
2282787,AGV OUV 25 SAV-10570,WOUAGV25,ENVG_T_COM_CF-_CFF-_CFF1_0010
2282788,AGV OUV 26 SAV-10136,WOUAGV26,ENVG_T_COM_CF-_CFF-_CFF1_0010
2282789,CARGADOR AGV OUV 04 00885,WOUBC04,ENVG_T_COM_CF-_CFF-_CFF1_0010
2283138,REMACHADORA RIVIT 503,WOUXRM006,ENVG_T_HTA
2283187,REMACHADORA RIVIT 503,WOUXRM007,ENVG_T_HTA
2284030,TV004 MATRIZ DE REFUERZO LARGUERO CO2,WBRXMM010,ENVG_T_001_BR-_SV--_SVF-_0001
2301412,MATRIZ HJD CR400,WOUHMT-720,ENVG_T_006_CR-_400-
2302297,MOLDE DE SERTISSAGE CR700 HJD,WOUHMD-001,ENVG_T_HJD_OU-_CR--_CRS
2302298,MOLDE DE SERTISSAGE CV700 HJD,WOUHMD-002,ENVG_T_HJD_OU-_CV--
2302299,MOLDE DE SERTISSAGE PRD700 HJD,WOUHMD-003,ENVG_T_HJD_OU-_PRD-
2302300,MOLDE DE SERTISSAGE PRG700 HJD,WOUHMD-004,ENVG_T_HJD_OU-_PRG-
2302301,MATRIZ AID100 ALETAS HJD,WOUHMT-005,ENVG_T_HJD_OU-_AID
2302302,MATRIZ AIG100 ALETAS HJD,WOUHMT-006,ENVG_T_HJD_OU-_AIG
2302303,MATRIZ AIDG005 ALETAS HJD,WOUHMT-007,ENVG_T_HJD_OU-_AIG
2302304,MATRIZ CR100 HJD PDC,WOUHMT-008,ENVG_T_HJD_OU-_CR--_CRP
2302306,MATRIZ CR900 HJD MECANICA,WOUHMT-011,ENVG_T_HJD_OU-_CR--_CRP
2302307,MATRIZ CV100 HJD,WOUHMT-012,ENVG_T_HJD_OU-_CV--
2302308,MATRIZ CV480 HJD NEUMATICA,WOUHMT-013,ENVG_T_HJD_OU-_CV--
2302309,MATRIZ PRDG002 HJD,WOUHMT-014,ENVG_T_HJD_OUV_AIDG_-100
2302310,MATRIZ PRD003 HJD,WOUHMT-015,ENVG_T_HJD_OU-_PRD-
2302311,MATRIZ PRG003 HJD,WOUHMT-016,ENVG_T_HJD_OU-_PRG-
2302312,MATRIZ PRD004 HJD,WOUHMT-017,ENVG_T_HJD_OU-_PRD-
2302313,MATRIZ PRG004 HJD,WOUHMT-018,ENVG_T_HJD_OU-_PRG-
2302314,MATRIZ PRDG010 HJD,WOUHMT-019,ENVG_T_HJD_OU-_PRG-
2302315,MATRIZ PRD100 HJD,WOUHMT-020,ENVG_T_HJD_OU-_PRD-
2302316,MATRIZ PRG100 HJD,WOUHMT-021,ENVG_T_HJD_OU-_PRG-
2302317,MATRIZ PRD200 HJD,WOUHMT-022,ENVG_T_HJD_OU-_PRD-
2302318,MATRIZ PRG200 HJD,WOUHMT-023,ENVG_T_HJD_OU-_PRG-
2302319,MATRIZ PRD480 HJD,WOUHMT-024,ENVG_T_HJD_OU-_PRD-
2302320,MATRIZ PRG480 HJD,WOUHMT-025,ENVG_T_HJD_OU-_PRG-
2302321,MATRIZ PVDG010 HJD,WOUHMT-026,ENVG_T_HJD_OU-
2302322,MATRIZ CV900 HJD,WOUHMT-027,ENVG_T_HJD_OU-_CR--_CRP
2302323,MATRIZ CR500 HJD,WOUHMT-010,ENVG_T_HJD_OU-_CR--_CRF-
2302506,DISPOSITIVO GOUJONS ESTRIBO X52PH2,WCFXDN-028,ENVG_T_COM_CF-_CFF-_CFF1_009D
2307853,PINZA ISI MF FORRO DE  PIE,WPRXPZ762MF,ENVG_T_HJD_PRP_UAV-_DPD-_0010
2307857,PINZA ARO LATERALES X52  [EM05],WLIXPZ889MF,ENVG_T_001_SE
2307858,PINZA MF PORTILLON B52  [EM13],WCRBPZ904,ENVG_T_OU-
2307860,PINZA MF FORRO DE PIE X52  [EM05],WLIXPZ861MF,ENVG_T_001_SE
2307867,PINZA MF  PISO X52  [EM13],WPSXPZ730MF,ENVG_T_001_BR-
2307868,PINZA MF PISO X52  [EM13],WPSXPZ737MF,ENVG_T_001_BR-
2307869,PINZA ISI MF NX5R85MF,WBMCPZ-991MF,ENVG_T_HJD_BM-_BM50
2307870,PINZA MF LATERALES X52  [EM05],WLDXPZ900MF,ENVG_T_001_SE
2307871,PINZA MF LATERALES X52 [EM08],WLDXPZ830MF,ENVG_T_001_BR-
2307873,PINZA MF LATERALES H79 [EM06],WLIHPZ963M,ENVG_T_OU-
2316642,DISPOSITIVO SERTISSAGE P. RUEDA DERECHO,WFERDSP002,ENVG_T_COM
2318296,PINZA MF ARO LATERAL D-v183224000f,WCCDPZ-077,ENVG_T_HJD_CDC_CCD-_0290
2318396,PINZA MF ARO ENSAMBLE GENERAL-v183219000,WBMCPZ-021,ENVG_T_HJD_BM-_BM50
2318397,PINZA MF ARO ENSAMBLE GENERAL-v183224000,WBMCPZ-022,ENVG_T_HJD_BM-_BM70
2318398,PINZA MF ARO ENSAMBLE GENERAL-v183224000,WBMCPZ-023,ENVG_T_HJD_BM-_BM70
2318399,PINZA MF ARO ENSAMBLE GENERALv183219000M,WBMCPZ-024M,ENVG_T_HJD_BM-_BM50
2318400,PINZA MF ARO ENSAMBLEGENERA-v183235000fM,WBMCPZ-025M,ENVG_T_HJD_BM-_BM50
2318401,PINZA MF ARO ENSAMBLE GENERAL-v183236000,WBMCPZ-026,ENVG_T_HJD_BM-_BM70
2318402,PINZA MF ARO ENSAMBLE GENERAL-v183236000,WBMCPZ-027,ENVG_T_HJD_BM-_BM70
2318403,PINZA MF ARO ENSAMBLE GENERAL-v183238000,WBMCPZ-028,ENVG_T_HJD_BM-_BM50
2318404,PINZA MF ARO ENSAMBLE GENERAL-v183238000,WBMCPZ-029,ENVG_T_HJD_BM-_BM50
2318405,PINZA MF ARO ENSAMBLE GENERAL-v183239000,WBMCPZ-030,ENVG_T_HJD_BM-_BM50
2318409,PINZA MF ARO LATERAL D-v183230000f,WCCDPZ-067,ENVG_T_HJD_CDC_CCD-_0290
2318410,PINZA MF ARO LATERAL D 1-v183232000f,WCCDPZ-068,ENVG_T_HJD_CDC_RBS-_0010
2318411,PINZA MF ARO LATERAL D 1-v183248000f,WCCDPZ-069,ENVG_T_HJD_CDC_RBS-_0010
2318413,PINZA MF ARO LATERAL D 1-v183254000f,WCCDPZ-071,ENVG_T_HJD_CDC_RBS-_0010
2318414,PINZA MF ARO LATERAL D 1-v183255000f,WCCDPZ-072,ENVG_T_HJD_CDC_RBS-_0010
2318415,PINZA MF ARO LATERAL D 1-v183255000f,WCCDPZ-073,ENVG_T_HJD_CDC_RBS-_0010
2318416,PINZA MF ARO SUB ENSAMBLE-v183253000f,WCCDPZ-074,ENVG_T_HJD_CDC_CCD-_0100
2318417,PINZA MF ARO FM v183247000f,WCCDPZ-075,ENVG_T_HJD_CDC_CCD-_0450
2318422,PINZA MF ARO LATERAL D-v183245000f,WCCDPZ-081,ENVG_T_HJD_CDC_CCD-_0200
2318423,PINZA MF ARO LATERAL D-v183252000f,WCCDPZ-082,ENVG_T_HJD_CDC_CCD-_0200
2318424,PINZA MF ARO LATERAL D 2-v183214000f,WCCDPZ-083,ENVG_T_HJD_CDC_RBS-_0020
2318425,PINZA MF ARO LATERAL D 2-v183223000f,WCCDPZ-084,ENVG_T_HJD_CDC_RBS-_0020
2318426,PINZA MF ARO LATERAL D 2-v183257000f,WCCDPZ-085,ENVG_T_HJD_CDC_RBS-_0020
2318427,PINZA MF ARO LATERAL D 2-v183258000f,WCCDPZ-086,ENVG_T_HJD_CDC_RBS-_0020
2318428,PINZA MF ARO LATERAL I 2-v183214000f,WCCGPZ-044,ENVG_T_HJD_CDC_LBS-_0020
2318429,PINZA MF ARO LATERAL I 2-v183223000f,WCCGPZ-045,ENVG_T_HJD_CDC_LBS-_0020
2318430,PINZA MF ARO LATERAL I 2-v183257000f,WCCGPZ-046,ENVG_T_HJD_CDC_LBS-_0020
2318431,PINZA MF ARO LATERAL I 2-v183258000f,WCCGPZ-047,ENVG_T_HJD_CDC_LBS-_0020
2318432,PINZA MF ARO LATERAL I-v183236000f,WCCGPZ-048,ENVG_T_HJD_CDC_CCG-_0200
2318433,PINZA MF ARO LATERAL I-v183252000f,WCCGPZ-049,ENVG_T_HJD_CDC_CCG-_0200
2318434,PINZA MF ARO LATERAL I-v183293000f,WCCGPZ-050,ENVG_T_HJD_CDC_CCG-_0150
2318436,PINZA MF ARO LATERAL I-v183224000f,WCCGPZ-052,ENVG_T_HJD_CDC_CCG-_0020
2318439,PINZA MF ARO SUB ENSAMBLE-v183253000f,WCCGPZ-055,ENVG_T_UAV_PSR_100
2318441,PINZA MF ARO LATERAL I 2-v183248000f,WCCGPZ-057,ENVG_T_HJD_CDC_LBS-_0010
2318443,PINZA MF ARO LATERAL I 2-v183254000f,WCCGPZ-059,ENVG_T_HJD_CDC_LBS-_0010
2318444,PINZA MF ARO LATERAL I 2-v183255000f,WCCGPZ-060,ENVG_T_HJD_CDC_LBS-_0010
2318445,PINZA MF ARO LATERAL I 2-v183255000f,WCCGPZ-061,ENVG_T_HJD_CDC_LBS-_0010
2318447,PINZA MF ARO LATERAL I-v183230000f,WCCGPZ-063,ENVG_T_HJD_CDC_CCG-_0290
2318448,PINZA MF ARO SUB ENSAMBLE,WCCGPZ-064,ENVG_T_EST_PRO
2318451,PINZA MF ARO BM010 J10,WBMCPZ-034,ENVG_T_HJD_BM-_-010
2318452,PINZA MF ARO BM010 J10,WBMCPZ-035,ENVG_T_HJD_BM-_-010
2318457,PINZA MF ARO ENSAMB GENERAL-v183229000 M,WBMCPZ-040M,ENVG_T_HJD_BM-_B100
2318458,PINZA MF ARO ENSAMB GENERAL-v183229000M,WBMCPZ-041M,ENVG_T_HJD_BM-_B100
2318459,PINZA MF ARO FM-v183222000f,WFMCPZ-042,ENVG_T_HJD_FM-_FM70
2318460,PINZA MF ARO FM-v183222000f,WFMCPZ-043,ENVG_T_HJD_FM-_FM70
2318461,PINZA MF ARO PORTILLON-v183212000f,WOUHPZ-001,ENVG_T_HJD_OU-_-CR-_0100
2318462,PINZA MF ARO PUERTAS-v183213000f,WOUHPZ-002,ENVG_T_HJD_OU-_PRD-_0004_PRD-
2318463,PINZA MF ARO PUERTAS-v183213000f,WOUHPZ-003,ENVG_T_HJD_OU-_PRG-_0004_PRG-
2318464,PINZA MF ARO PUERTAS-v183217000f,WOUHPZ-004,ENVG_T_HJD_OU-_PRD-_0200
2318465,PINZA MF ARO PUERTAS-v183217000f,WOUHPZ-005,ENVG_T_HJD_OU-_PRG-_0200
2318466,PINZA MF ARO ALETAS-v183218000f,WOUHPZ-006,ENVG_T_HJD_OU-_AID-_0100
2318467,PINZA MF ARO ALETAS-v183218000f,WOUHPZ-007,ENVG_T_HJD_OU-_AIG-_0100
2318468,PINZA MF ARO ALETAS-v183218000f,WOUHPZ-008,ENVG_T_HJD_OU-_AIGD_0005
2318469,PINZA MF ARO PORTILLON-v183218000f,WOUHPZ-009,ENVG_T_HJD_OU-_-CR-_0100
2318470,PINZA MF ARO PORTILLON-v183218000f,WOUHPZ-010,ENVG_T_HJD_OU-_-CR-_0500
2318471,PINZA MF ARO PUERTAS-v183219000f,WOUHPZ-011,ENVG_T_HJD_OU-_PRGD_0002_PRGD
2318472,PINZA MF ARO PUERTAS-v183219000f,WOUHPZ-012,ENVG_T_HJD_OU-_PVDG_0010
2318473,PINZA MF ARO PUERTAS-v183232000f,WOUHPZ-013,ENVG_T_HJD_OU-_PRG-_0003_PRD-
2318474,PINZA MF ARO PORTILLON-v183233000f,WOUHPZ-014,ENVG_T_HJD_OU-_-CR-_0100
2318475,PINZA MF ARO PUERTAS-v183234000f,WOUHPZ-015,ENVG_T_HJD_OU-_PRD-_0480
2318476,PINZA MF ARO PUERTAS-v183234000f,WOUHPZ-016,ENVG_T_HJD_OU-_PRG-_0480
2318477,PINZA MF ARO CAPO-v183237000f,WOUHPZ-017,ENVG_T_HJD_OU-_-CV-_0100
2318478,PINZA MF ARO PUERTAS-v183221000f,WOUHPZ-018,ENVG_T_HJD_OU-_PRD-_0200
2318479,PINZA MF ARO PUERTAS-v183221000f,WOUHPZ-019,ENVG_T_HJD_OU-_PRG-_0200
2318480,PINZA MF ARO TABLERO-v183223000f,WUACPZ-087,ENVG_T_HJD_PRP_UAV-_-TA-_0100
2318481,PINZA MF ARO TABLERO-v183240000f,WUACPZ-088,ENVG_T_HJD_PRP_UAV-_-TA-_0200
2318483,PINZA MF ARO TABLERO-v183249000f,WUACPZ-090,ENVG_T_HJD_PRP_UAV-_-TA-_0150
2318484,PINZA MF ARO FM -v183294000f,WUACPZ-091,ENVG_T_HJD_PRP_UAV-_-TA-_0150
2318485,PINZA MF ARO LARGUERO-v183230000f,WUACPZ-092,ENVG_T_HJD_PRP_UAV-_LVD-_0200
2318486,PINZA MF ARO FORRO DE PIE -v183246000f,WUACPZ-093,ENVG_T_HJD_PRP_UAV-_LVD-_0200
2318488,PINZA MF ARO LARGUERO-v183220000f,WUACPZ-095,ENVG_T_HJD_PRP_UAV-_LVG-_0010
2318490,PINZA MF ARO LARGUERO-v183220000f,WUACPZ-097,ENVG_T_HJD_PRP_UAV-_LVD-_0010
2318491,PINZA MF ARO LARGUERO-v183244000f,WUACPZ-098,ENVG_T_HJD_PRP_UAV-_LVD-_0010
2318492,PINZA MF ARO LARGUERO-v183231000f,WUACPZ-099,ENVG_T_HJD_PRP_UAV-_LVG-_0005
2318493,PINZA MF ARO SUB ENSAMBLE,WUACPZ-100,ENVG_T_EST_PRO
2318494,PINZA MF ARO LARGUERO-v183225000f,WUACPZ-101,ENVG_T_HJD_PRP_UAV-_LVG-_0200
2318495,PINZA MF ARO LARGUERO-v183230000f,WUACPZ-102,ENVG_T_HJD_PRP_UAV-_LVG-_0200
2318496,PINZA MF ARO FORRO DE PIE-v183227000f,WUACPZ-103,ENVG_T_HJD_PRP_UAV-_DPD-_0010
2318497,PINZA MF ARO FORRO DE PIE-v183214000f,WUACPZ-104,ENVG_T_HJD_PRP_UAV-_DPD-_0010
2318498,PINZA MF ARO FORRO DE PIE-v183214000f,WUACPZ-105,ENVG_T_HJD_PRP_UAV-_DPG-_0010
2318499,PINZA MF ARO FORRO DE PIE-v183227000f,WUACPZ-106,ENVG_T_HJD_PRP_UAV-_DPG-_0010
2318505,PINZA MF ARO BLOQUE-v183256000f,WUAHPZ-110,ENVG_T_HJD_UAV_EC10
2318506,PINZA MF ARO BLOQUE-v183292000f,WUAHPZ-111,ENVG_T_HJD_UAV_EC40
2318507,PINZA MF ARO BLOQUE-v183292000f,WUAHPZ-112,ENVG_T_HJD_UAV_EC40
2318508,PINZA MF ARO BLOQUE-v183222000f,WUAHPZ-113,ENVG_T_HJD_UAV_EC40
2318509,PINZA MF ARO BLOQUE-v183222000f,WUAHPZ-114,ENVG_T_HJD_UAV_EC40
2318510,PINZA MF ARO FALDON-v183223000f,WUAHPZ-115,ENVG_T_HJD_UAR_JR20
2318511,PINZA MF ARO FALDON-v183233000f,WUAHPZ-116,ENVG_T_HJD_UAR_JR20
2318514,PINZA MF ARO TUNEL SUB ENSAMBLE,WUCCPZ-121,ENVG_T_EST_PRO
2318516,PINZA MF ARO TUNEL SUB ENSAM-v183260000f,WUCCPZ-123,ENVG_T_EST_PRO
2318518,PINZA MF ARO SUBENSAMBLE-v183231000f,WUCCPZ-125,ENVG_T_EST_PRO
2318520,PINZA MF ARO SUBENSAMBLE-v183259000f,WUCCPZ-127,ENVG_T_HJD_UCT_SC10
2318521,PINZA MF ARO SUBENSAMBLE-v183259000f,WUCCPZ-128,ENVG_T_HJD_UCT_SC10
2329980,MODULO POTENCIA TUCKER HJD LVG 500,WUAVHMPT-01,ENVG_T_HJD_UAV_LVG-_-500
2329981,MODULO POTENCIA TUCKER HJD LVD 500,WUAVHMPT-02,ENVG_T_HJD_UAV_LVD-_-500
2329982,MODULO POTENCIA TUCKER HJD TA 300,WUAVHMPT-03,ENVG_T_HJD_UAV_-TA-_-300
2329983,MODULO POTENCIA TUCKER HJD DPDG 010,WUAVHMPT-04,ENVG_T_HJD_UAV_DPDG_-010
2329984,MODULO POTENCIA TUCKER HJD TU020,WUAVHMPT-05,ENVG_T_HJD_UCT_TU20
2329986,MODULO POTENCIA TUCKER HJD SC 010,WUCTHMPT-07,ENVG_T_HJD_UCT_-SC-_-050
2329987,MODULO POTENCIA TUCKER HJD SR 040,WUARHMPT-08,ENVG_T_HJD_UAR_-SR-_-040
2329988,MODULO POTENCIA TUCKER HJD FBV 100,WFBVHMPT-09,ENVG_T_HJD_-BM_FBV-_-100
2329989,MODULO POTENCIA TUCKER HJD RBS 020,WCDCHMPT-10,ENVG_T_HJD_CDC_RBS-_-020
2329991,MODULO POTENCIA TUCKER BM 100,WCDCHMPT-12,ENVG_T_HJD_CDC_LBS-_-020
2329993,MODULO POTENCIA TUCKER HJD AIDG 100,WOUVHMPT-14,ENVG_T_HJD_OUV_AIDG_-100
2329994,PISTOLA Y ALIMENTADOR TUCKER M5- LVG500,WUARHSG-07,ENVG_T_HJD_UAV_LVG-_-500
2329995,PISTOLA Y ALIMENTADOR TUCKER M6- LVG500,WUARHSG-08,ENVG_T_HJD_UAV_LVG-_-500
2329996,PISTOLA Y ALIMENTADOR TUCKER MASA- LVG50,WUAVHSG-20,ENVG_T_HJD_UCT_SC10
2329997,PISTOLA Y ALIMENTADOR TUCKER M5-LVD500,WUARHSG-10,ENVG_T_HJD_UAV_LVG-_-500
2329998,PISTOLA Y ALIMENTADOR TUCKER M6- LVD500,WUARHSG-09,ENVG_T_HJD_UAV_LVG-_-500
2329999,PISTOLA Y ALIMENTADOR TUCKER M8- LVD500,WUARHSG-11,ENVG_T_HJD_UAV_LVG-_-500
2330000,PISTOLA Y ALIMENTADOR TUCKER M5- TA300,WUAVHSG-13,ENVG_T_HJD_UAV_-TA-_-300
2330001,PISTOLA Y ALIMENTADOR TUCKER MASA-TA300,WUAVHSG-12,ENVG_T_HJD_UAV_-TA-_-300
2330002,PISTOLA Y ALIMENTADOR TUCKER M6-DPDG010,WUARHSG-05,ENVG_T_HJD_PRP_UAV-_DPG-_0010
2330003,PISTOLA Y ALIMENTADOR TUCKER M5-BM100,WBMHSG-38,ENVG_T_HJD_BM-_-100
2330005,PISTOLA Y ALIMENTADOR TUCKER M5- SC010,WUAVHSG-17,ENVG_T_HJD_UCT_SC10
2330006,PISTOLA Y ALIMENTADOR TUCKER M6-SC010,WUAVHSG-18,ENVG_T_HJD_UCT_SC10
2330007,PISTOLA Y ALIMENTADOR TUCKER M6-TA300,WUAVHSG-14,ENVG_T_HJD_UAV_-TA-_-300
2330008,PISTOLA Y ALIMENTADOR TUCKER M5-SR040,WUAVHSG-16,ENVG_T_BBB_UAR_-SR-_-040
2330009,PISTOLA Y ALIMENTADOR TUCKER M6-SR040,WUAVHSG-15,ENVG_T_BBB_UAR_-SR-_-040
2330010,PISTOLA Y ALIMENTADOR TUCKER MASA-FBV220,WBMHSG-32,ENVG_T_HJD_BM-_-010
2330011,PISTOLA Y ALIMENTADOR TUCKER M5-RBS O2O,WCDCHSG-29,ENVG_T_HJD_CDC_-RBS_-020
2330012,PISTOLA Y ALIMENTADOR TUCKER MASA-RBS 02,WCDCHSG-28,ENVG_T_HJD_CDC_-RBS_-020
2330013,PISTOLA Y ALIMENTADOR TUCKER M5-LBS 020,WCDCHSG-25,ENVG_T_HJD_CDC_-LBS_-020
2330014,PISTOLA Y ALIMENTADOR TUCKER MASA-LBS 02,WCDCHSG-24,ENVG_T_HJD_CDC_EH01
2330015,PISTOLA Y ALIMENTADOR TUCKER M5- AID 100,WUAVHSG-21,ENVG_T_HJD_OUV_AIDG_-100
2332647,FRESADORA DE TIPS C1,WBMCHTD-01,ENVG_T_HJD_BM-_BM30
2332648,FRESADORA DE TIPS C5-C,WBMCHTD-02,ENVG_T_HJD_BM-_BM30
2332649,FRESADORA DE TIPS C9-C,WBMCHTD-03,ENVG_T_HJD_BM-_BM30
2332650,FRESADORA DE TIPS C6-X,WBMCHTD-04,ENVG_T_HJD_BM-_BM30
2332651,FRESADORA DE TIPS C10-X,WBMCHTD-05,ENVG_T_HJD_BM-_BM30
2332652,FRESADORA DE TIPS C5-X,WBMCHTD-06,ENVG_T_HJD_BM-_BM30
2332653,FRESADORA DE TIPS C9-X,WBMCHTD-07,ENVG_T_HJD_BM-_BM30
2332654,FRESADORA DE TIPS C2,WBMCHTD-08,ENVG_T_HJD_BM-_BM30
2332655,FRESADORA DE TIPS C6-C,WBMCHTD-09,ENVG_T_HJD_BM-_BM30
2332656,FRESADORA DE TIPS C10-C,WBMCHTD-10,ENVG_T_HJD_BM-_BM30
2332988,ROBOT DE SOLDADURA C1 R2000IC/210F,WBMCRS-012,ENVG_T_HJD_BM-_BM30
2332989,ROBOT DE SOLDADURA C2 R2000IC/210F,WBMCRS-013,ENVG_T_HJD_BM-_BM30
2332990,ROBOT MANIPULADOR C3 M900iB/400L,WBMCRM-014,ENVG_T_HJD_BM-_BM30
2332991,ROBOT MANIPULADOR C4 M900iB/400L,WBMCRM-015,ENVG_T_HJD_BM-_BM30
2332992,ROBOT DE SOLDADURA C5 R2000IC/210F,WBMCRS-016,ENVG_T_HJD_BM-_BM30
