Equipo,Denominación,GMAO,Ubicación Tec
2528882,Medio Capot TT # 9,WMTRCP009,ENVG_T_COM_OU-
2528883,Medio Capot TT # 10,WMTRCP010,ENVG_T_COM_OU-
2528884,Medio Aletas TT # 11,WMTRAL011,ENVG_T_COM_OU-
2528885,Medio Aletas TT # 12,WMTRAL012,ENVG_T_COM_OU-
2528886,Medio Aletas TT # 13,WMTRAL013,ENVG_T_COM_OU-
2528887,Medio Aletas TT # 14,WMTRAL014,ENVG_T_COM_OU-
2528888,Medio Aletas TT # 15,WMTRAL015,ENVG_T_COM_OU-
2528889,Medio Aletas TT # 16,WMTRAL016,ENVG_T_COM_OU-
2528890,Medio Puertas TT # 17,WMTRAL017,ENVG_T_COM_OU-
2528891,Medio Puertas TT # 18,WMTRAL018,ENVG_T_COM_OU-
2528892,Medio Puertas TT # 19,WMTRAL019,ENVG_T_COM_OU-
2528893,Medio Puertas TT # 20,WMTRAL020,ENVG_T_COM_OU-
2528894,Medio Puertas TT # 21,WMTRPT021,ENVG_T_COM_OU-
2528895,Medio Puertas TT # 22,WMTRPT022,ENVG_T_COM_OU-
2528896,Medio Puertas TT # 23,WMTRPT023,ENVG_T_COM_OU-
2528897,Medio Puertas TT # 24,WMTRPT024,ENVG_T_COM_OU-
2528898,Medio Puertas TT # 25,WMTRPT025,ENVG_T_COM_OU-
2528899,Medio Puertas TT # 26,WMTRPT026,ENVG_T_COM_OU-
2528900,Medio Puertas TT # 27,WMTRPT027,ENVG_T_COM_OU-
2528901,Medio Puertas TT # 28,WMTRPT028,ENVG_T_COM_OU-
2528902,Medio Puertas TT # 29,WMTRPT029,ENVG_T_COM_OU-
2528903,Medio Puertas TT # 30,WMTRPT030,ENVG_T_COM_OU-
2528904,Medio Puertas TT # 31,WMTRPT031,ENVG_T_COM_OU-
2528905,Medio Puertas TT # 32,WMTRPT032,ENVG_T_COM_OU-
2528906,Medio Puertas TT # 33,WMTRPT033,ENVG_T_COM_OU-
2528907,Medio Puertas TT # 34,WMTRPT034,ENVG_T_COM_OU-
2528908,Medio Puertas TT # 35,WMTRPT035,ENVG_T_COM_OU-
2528909,Medio Puertas TT # 36,WMTRPT036,ENVG_T_COM_OU-
2529221,MATRIZ LVD300 DEMIBLOCK,WUAVMT-077,ENVG_T_HJD_PRP_UAV-_LVD-_0300
2529222,MATRIZ LVG300 DEMIBLOCK,WUAVMT-078,ENVG_T_HJD_PRP_UAV-_LVG-_0300
2530129,PINZA ROBOT DENGENSHA C1A,WBMCPZ-142,ENVG_T_HJD_BM-_BM30
2530130,PINZA ROBOT DENGENSHA C2A,WBMCPZ-143,ENVG_T_HJD_BM-_BM30
2530131,PINZA ROBOT OBARA C51A,WBMCPZ-144,ENVG_T_HJD_BM-_BM30
2530132,PINZA ROBOT OBARA C61A,WBMCPZ-145,ENVG_T_HJD_BM-_BM30
2530133,PINZA ROBOT OBARA C52-62A,WBMCPZ-146,ENVG_T_HJD_BM-_BM30
2530134,PINZA ROBOT DENGENSHA C101A,WBMCPZ-147,ENVG_T_HJD_BM-_BM30
2530135,PINZA ROBOT DENGENSHA C102A,WBMCPZ-148,ENVG_T_HJD_BM-_BM30
2530136,PINZA ROBOT DENGENSHA C91A,WBMCPZ-149,ENVG_T_HJD_BM-_BM30
2530137,PINZA ROBOT DENGENSHA C92A,WBMCPZ-150,ENVG_T_HJD_BM-_BM30
2530546,MATRIZ DPG010 APLICACIÓN GOUJON,WUAVMT-079,ENVG_T_HJD_PRP_UAV-_DPG-_0010
2530547,MATRIZ DPD010 APLICACIÓN GOUJON,WUAVMT-080,ENVG_T_HJD_PRP_UAV-_DPD-_0010
2530548,MATRIZ GOUJONES TRAVIESA DELANTERA,WUAVMT-081,ENVG_T_HJD_UAV_EC05
2530550,SUJETADOR FALDON B52,WBMXDP-001,ENVG_T_HJD_BM-
2530551,SUJETADOR FALDON L52,WBMXDP-001,ENVG_T_HJD_BM-
2530552,MATRIZ TRAVIESA DE PISO HJD,WUAVMT-083,ENVG_T_HJD_UAV_EC05
2538319,SKID TERMINACION #21,WTRXSK021,ENVG_T_HJD_FER
2538320,SKID TERMINACION #22,WTRXSK022,ENVG_T_HJD_FER
2538321,SKID TERMINACION #23,WTRXSK023,ENVG_T_HJD_FER
2538322,SKID TERMINACION #24,WTRXSK024,ENVG_T_HJD_FER
2538323,SKID TERMINACION #25,WTRXSK025,ENVG_T_HJD_FER
2538324,SKID TERMINACION #26,WTRXSK026,ENVG_T_HJD_FER
2538325,SKID TERMINACION #27,WTRXSK027,ENVG_T_HJD_FER
2538326,SKID TERMINACION #28,WTRXSK028,ENVG_T_HJD_FER
2538327,SKID TERMINACION #29,WTRXSK029,ENVG_T_HJD_FER
2538328,SKID TERMINACION #30,WTRXSK030,ENVG_T_HJD_FER
2538329,CARRO SKID TERMINACION #1,WTRCSK001,ENVG_T_HJD_FER
2538330,CARRO SKID TERMINACION #2,WTRCSK002,ENVG_T_HJD_FER
2538331,CARRO SKID TERMINACION #3,WTRCSK003,ENVG_T_HJD_FER
2538332,CARRO SKID TERMINACION #4,WTRCSK004,ENVG_T_HJD_FER
2538333,CARRO SKID TERMINACION #5,WTRCSK005,ENVG_T_HJD_FER
2538334,CARRO SKID TERMINACION #6,WTRCSK006,ENVG_T_HJD_FER
2538335,CARRO SKID TERMINACION #7,WTRCSK007,ENVG_T_HJD_FER
2538336,CARRO SKID TERMINACION #8,WTRCSK008,ENVG_T_HJD_FER
2545072,PIVOTANTE B2 ALETAS IZQUIERDO,WFERMPV-002,ENVG_T_HJD_FER_MANU_B3--
2545073,PIVOTANTE B3 ALETAS IZQUIERDO,WFERMPV-003,ENVG_T_HJD_FER_MANU_B3--
2545074,ISLA MANUTENCION BM2,WBMCMN-009,ENVG_T_HJD_BM-_BM2-
2545075,MATRIZ NEUMATICA LARGUERO DELANTERO DERE,WUAVMT-079,ENVG_T_HJD_PRP_UAV-_LVD-_020-
2545076,MATRIZ NEUMATICA REFUERZO DE CODO,WUAVMT-084,ENVG_T_HJD_PRP_UAV-_LVG-_100-
2545077,MATRIZ NEUMATICA PASO RUEDA HR13/16 IZQU,WCDCMT-050,ENVG_T_HJD_PRP_CDC-_CCG-_010-
2545078,MATRIZ NEUMATICA PASO RUEDA HR13/16 DERE,WCDCMT-051,ENVG_T_HJD_PRP_CDC-_CCD-_010-
2545080,SISTEMA GENERAL EXTRACCION DE HUMOS CDC,WCDCGL-003,ENVG_T_HJD_CDC_EH01
2545081,SISTEMA GENERAL EXTRACCION DE HUMOS BM,WBMCGL-001,ENVG_T_HJD_BMC_EH02
2545082,SISTEMA GENERAL EXTRACCION DE HUMOS AUV,WUAVGL-001,ENVG_T_HJD_UAV_EH03
2545083,SISTEMA DE ANCLAJE PARA TRABAJO EN ALTUR,WGENEH-001,ENVG_T_HJD_BM-_BM30
2545084,TORRE ASISTENCIA NEUMATICA PARA CUSTODIA,WCDCGL-001,ENVG_T_HJD_PRP_CDC-_CCG-_001-
2545085,TORRE ASISTENCIA NEUMATICA PARA CUSTODIA,WCDCGL-002,ENVG_T_HJD_PRP_CDC-_CCD-_001-
2572570,CORONA MEDICION SKID BM,WBMCSK-100,ENVG_T_HJD_BM-
2574047,MEDIO SUMINISTRO ALETAS 07,DLIPAMSA-07,ENVG_T_COM_OU-
2574048,MEDIO SUMINISTRO ALETAS 08,DLIPAMSA-08,ENVG_T_COM_OU-
2578916,MARCACION VIN STAND BY,WGENDM002,ENVG_T_HJD_UCT_SC10
2623211,CARGADOR AGV SKIDS 03 01069,WP1BC03,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623213,CARGADOR AGV SKIDS 02 00878,WP1BC02,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623214,CARGADOR AGV PISOS 01 01068,WSBRBC01,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623216,AGV OUV 30 SAV-10135,WOUAGV30,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623218,AGV SKIDS STANDBY 11 SAV-12193,WP1AGV11,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623219,AGV SKIDS 10 SAV-12194,WP1AGV10,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623221,AGV SKIDS 09 SAV-12200,WP1AGV09,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623223,AGV SKIDS 08 SAV-12202,WP1AGV08,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623224,AGV SKIDS 07 SAV-12199,WP1AGV07,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623225,AGV SKIDS 06 SAV-12201,WP1AGV06,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623226,AGV SKIDS 05 SAV-12196,WP1AGV05,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623227,AGV SKIDS 04 SAV-12198,WP1AGV04,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623228,AGV SKIDS 03 SAV-12195,WP1AGV03,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623229,AGV SKIDS 02 SAV-12203,WP1AGV02,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623230,AGV SKIDS 01 SAV-12197,WP1AGV01,ENVG_T_COM_CF-_CFF-_CFF1_0010
2623447,CARGADOR AGV OUV 05 00786,WOUBC05,ENVG_T_COM_CF-_CFF-_CFF1_0010
2632917,Mesa de aplicación mastic PV,WOUPVMAM01,ENVG_T_006_OU-
2633071,RUTA AGV OUVRANTS,WOURT01,ENVG_T_PIM
2633073,RUTA AGV SKID,WOURT03,ENVG_T_COM_CF-_CFF-_CFF1_0010
2635024,PIVOTANTE CALIDAD LADO IZQUIERDO,WFERMPV-004,ENVG_T_HJD_FER__MAN
2635025,PIVOTANTE CALIDAD LADO DERECHO,WFERMPV-005,ENVG_T_HJD_FER__MAN
2635026,PIVOTANTE LATONERO LADO IZQUIERDO,WFERMPV-006,ENVG_T_HJD_FER__MAN
2635027,PIVOTANTE LATONERO LADO DERECHO,WFERMPV-007,ENVG_T_HJD_FER__MAN
2635039,Medio transporte AGV Carreta SKID 1,WTBMC01,ENVG_T_HJD_FM-
2635041,Medio transporte AGV Carreta SKID 2,WTBMC02,ENVG_T_HJD_FM-
2635042,Medio transporte AGV Carreta SKID 3,WTBMC03,ENVG_T_HJD_FM-
2635044,Medio transporte AGV Carreta SKID 4,WTBMC04,ENVG_T_HJD_FM-
2635046,Medio transporte AGV Carreta SKID 5,WTBMC05,ENVG_T_HJD_FM-
2635047,Medio transporte Carreta Lateral Izq 1,WTCDCG01,ENVG_T_HJD_CDC_CCG-_0450
2635049,Medio transporte Carreta Lateral Izq 2,WTCDCG02,ENVG_T_HJD_CDC_CCG-_0450
2635051,Medio transporte Carreta Lateral Izq 3,WTCDCG03,ENVG_T_HJD_CDC_CCG-_0450
2635052,Medio transporte Carreta Lateral Dcho 1,WTCDCD01,ENVG_T_HJD_CDC_RBS-_-020
2635054,Medio transporte Carreta Lateral Dcho 2,WTCDCD02,ENVG_T_HJD_CDC_RBS-_-020
2635056,Medio transporte Carreta Lateral Dcho 3,WTCDCD03,ENVG_T_HJD_CDC_RBS-_-020
2639806,Dispositivo doblez pestaña techo BM050,WBMSPT001,ENVG_T_HJD_BM-_BM50
2643052,Cambia Vía KBK IIR,WUAVCV-001,ENVG_T_HJD_UAV_EC20
2643429,PL618  DEMIB GRUA 500KG LARGUERO,WECJPL618,ENVG_T_HJD_UAV_EC10
2643430,PL619  DEMIB GRUA 500KG LARGUERO,WECJPL619,ENVG_T_HJD_UAV_EC10
2648226,REMACHADORA RIVIT 503,WUAVRM008,ENVG_T_HJD_PRP_UAV-_-TA-_0150
2654664,MATRIZ LVG100,WBLXMT734B,ENVG_T_006_BRX_LV--_LVD-_0020
2658631,DISPOSITIVO ENSALBLE/MONTAJE PORTON L52,WFERDM-006,ENVG_T_COM_CF-_CFF-_CFF1_000D
2658632,DISPOSITIVO TRASLADO TABLERO A GOUJONES,WUAVDM-007,ENVG_T_HJD_PRP_UAV-_-TA-_0150
2658633,DISPOSITIVO TRASLADO TABLERO A ROBOT,WUAVDM-008,ENVG_T_HJD_PRP_UAV-_-TA-_0150
2673139,EQUIPO DE RECUPERACION GYSPOT 3902,WFERER-100,ENVG_T_HJD_FER_L10-
2685482,DISPOSITIVO VERIFICACION FACHADA T HJD,WDVFT001,ENVG_T
2686349,DISPOSITIVO V ENCUADRA/ PORTON F TRASERA,WDVFT002,ENVG_T
2689526,PISTOLA ANGULAR FACHADA X52,WBMCHN-017,ENVG_T_HJD_BM-_-070
2689527,ANGULAR ELECTRICA QXN2AT27PS6,WCDCHE-008,ENVG_T_HJD_CDC_RLBS_-010
2689528,ANGULAR ELECTRICA QXN2AT27PS6,WCDCHE-009,ENVG_T_HJD_CDC_RLBS_-010
2689529,PISTOLA DE IMPULSO MOUNTZ,WCDCHN-015,ENVG_T_006_CX-_CXD-
2689530,PISTOLA DE IMPULSO MOUNTZ,WCDCHN-016,ENVG_T_006_CX-_CXG-
2689531,ANGULAR ELECTRICA QXN5AT35PS06,WFERHE-001,ENVG_T_COM_CF-_CFF-_L3
2689532,ANGULAR ELECTRICA ATLAS COPCO,WFERHE-010,ENVG_T_COM_CF-_CFF-_L4
2689533,ANGULAR ELECTRICA QXN2PT12PQ4,WFERHE-026,ENVG_T_COM_CF-_CFF-_L5
2689534,ANGULAR ELECTRICA QXN2PT12PQ4,WFERHE-027,ENVG_T_COM_CF-_CFF-_L5
2689535,ANGULAR NEUMATICA A32LRA1CT-4,WFERHN-019,ENVG_T_COM_CF-_CFF-_L5
2689536,ANGULAR NEUMATICA AA23LA14,WOUVHN-011,ENVG_T_006_OU-_PV--_PVX-_0008
2689537,ANGULAR NEUMATICA A333LA185,WOUVHN-012S,ENVG_T_002_OU-_CR--_CRS-
2689538,ANGULAR ELECTRICA QXN2PT12PQ4,WFERHE-028,ENVG_T_COM_CF-_CFF-_L2
2689539,ANGULAR ELECTRICA QXN2AT27PS6,WFERHE-004,ENVG_T_COM_CF-_CFF-_CFF1_000D
2689540,ANGULAR ELECTRICA QXN2AT27PS6,WFERHE-005,ENVG_T_COM_CF-_CFF-_CFF1_000D
2689541,ANGULAR ELECTRICA QXN2PT18PQ4,WOUVMEC-011,ENVG_T_COM_CF-_CFF-_L4
2689542,ANGULAR ELECTRICA QXN2PT12PQ4,WFERHE-032,ENVG_T_COM_CF-_CFF-_L3
2689543,ANGULAR ELECTRICA QXN2PT12PQ4,WOUHE-030,ENVG_T_COM_CF-_CFF-_L2
2689544,ANGULAR ELECTRICA QXN2PT12PQ4,WOUHE-031,ENVG_T_COM_CF-_CFF-_L2
2689545,ANGULAR ELECTRICA QXN2PT12PQ4,WOUHE-033,ENVG_T_COM_CF-_CFF-_L5
2689546,ANGULAR ELECTRICA QXN2PT12PQ4,WOUHE-034,ENVG_T_COM_CF-_CFF-_L5
2699258,PISTOLA Y ALIMENTADOR TUCKER M5SC005,WUAVHSG-30,ENVG_T_HJD_UCT_TU20
2699259,PISTOLA Y ALIMENTADOR TUCKER M5-SC010,WUAVHSG-19,ENVG_T_HJD_UCT_SC10
2710013,PINZA MF ARO DEGAU -v183246000f,WUAVPZ-105,ENVG_T_HJD_UAV
2712200,Camilla soldadura portico laterales,D2PCAM009,ENVG_T
2712201,Camilla soldadura uet base rodante,D2PCAM010,ENVG_T
2714680,ANGULAR ELECTRICA QXN2AT27PS6,WFERHE-002,ENVG_T_FER_CO2_DER-_-HE-
2714682,ANGULAR ELECTRICA QXN2AT27PS6,WFERHE-003,ENVG_T_FER_CO2_IZQ-_-HE-
2714691,ANGULAR ELECTRICA QXN2AT27PS6,WFERHE-004S,ENVG_T_STB_-TT_-HE1
2714692,ANGULAR ELECTRICA QXN2AT27PS6,WFERHE-005,ENVG_T_CDC_RBS_-010
2714693,ANGULAR ELECTRICA QXN2AT27PS6,WFERHE-006,ENVG_T_CDC_RBS_-010
2714696,ANGULAR ELECTRICA QXN2AT27PS6,WFERHE-007S,ENVG_T_STB_-TT_-HE1
2714697,ANGULAR ELECTRICA QXN2AT27PS6,WOUVCVHE-008,ENVG_T_OUV_-CV_-900
2714700,ANGULAR ELECTRICA DESOUTTER,WTCMHE-009,ENVG_T_TCM
2714701,ANGULAR ELECTRICA DESOUTTER,WTCMHE-013,ENVG_T_TCM
2714703,ANGULAR NEUMATICA,WBMHN-018,ENVG_T_BM-_010
2714704,Pistola QXN2PT12PQ4,WFERHE-024,ENVG_T_FER_-L3
2714705,Pistola QXN2PT12PQ4,WFERHE-028,ENVG_T_FER_-L3
2714707,Pistola QXN2PT12PQ4,WOUVHE-029,ENVG_T_OUV_-CV_-900
2714708,Pistola QXN2PT12PQ4,WFERHE-030,ENVG_T_FER_-L5
2714711,PISTOLA DE TORQUE NEUMATICA,WUAVHN-031,ENVG_T_UAV_LVG_-500
2714713,PISTOLA DE TORQUE NEUMATICA,WUAVHN-032,ENVG_T_LVD_010
2714715,REMACHADORA PROSERT XTN20,WCDCHRM009,ENVG_T_STB_-TT_-HE1
2714716,REMACHADORA PROSERT XTN20,WCDCHRM010,ENVG_T_STB_-TT_-HE1
2714720,REMACHADORA PROSERT XTN20 74202,WCDCHRM011,ENVG_T_CDC_RBS_-010
2714721,REMACHADORA AVDEL GENESIS 74200,WPSRRM-007,ENVG_T_UAV_PSR_100
2714722,REMACHADORA  RIVIT503,WOUVXRM-006,ENVG_T_OUV_-CV_-010
2714723,REMACHADORA AVDEL GENESIS 74200,WFERRM-004S,ENVG_T_STB_-TT_-HE1
2714724,REMACHADORA AVDEL GENESIS 74200,WFERRM-005S,ENVG_T_STB_-TT_-HE1
2714725,REMACHADORA  RIVIT503,WOUVRM-001S,ENVG_T_STB_-TT_-HE1
2714726,REMACHADORA  RIVIT503,WFERRM-003,ENVG_T_FER_-L5
2714727,REMACHADORA   AVDEL GENESIS G2,WUAVXRM013,ENVG_T_UAV_-TA_-100
2714728,REMACHADORA RIVIT503,WBMXRM014,ENVG_T_BM-_010
2714729,REMACHADORA DEWALT PROSET 2500,WFERRM015,ENVG_T_FER_-L5
2714730,REMACHADORA DEWALT PROSET 2500,WFERRM016,ENVG_T_FER_-L5
2714731,REMACHADORA ADVEL PROSET 2500,WSTBRM-033,ENVG_T_STB_-TT_-HE1
2717183,PIVOTANTE BM100 LADO DERECHO,WBMMNPV-009,ENVG_T_HJD_BM-_-100
2717184,PIVOTANTE BM100 LADO IZQUIERDO,WBMMNPV-010,ENVG_T_HJD_BM-_-100
2721818,PULIDORA ORBITAL-DYNABRADE,WFERHN-041,ENVG_T_COM_CF-_CFF-_CFF1_000D
2721819,PULIDORA ORBITAL-DYNABRADE,WFERHN-042,ENVG_T_COM_CF-_CFF-_CFF1_000D
2721820,PULIDORA ORBITAL-DYNABRADE,WFERHN-043,ENVG_T_COM_CF-_CFF-_CFF1_000D
2721821,PULIDORA ORBITAL-DYNABRADE,WFERHN-044,ENVG_T_COM_CF-_CFF-_CFF1_000D
2723770,PISTOLA ANGULAR STANLEY AA33LA14-28,WBRHN028,ENVG_T_HJD_UAV_EC10
2733041,SISTEMA PLOT DE MASA MANUTENCION,SPMS001,ENVG_T
2734057,TALADRO DE BANCO ELECTRICO PRP,WPROTE-001,ENVG_T_EST_PRO
2735011,MODULO POTENCIA TUCKER TRAVIESAS SC005,WUCTHMPT-15,ENVG_T_HJD_UCT_-SC-_-050
2735012,PISTOLA Y ALIMENTADOR TUCKER MASA- SC005,WUCTHSG-27,ENVG_T_HJD_UCT_-SC-_-050
2736515,MEDIO PREPARACION PORTON TECHO  B52 # 1,DLIMPPTB52-001,ENVG_T_COM_OU-
2736516,MEDIO PREPARACION PORTON TECHO  B52 # 2,DLIMPPTB52-002,ENVG_T_COM_OU-
2747825,DISPOSITIVOS VERIFICACION BAVOLET SR010,WUARDN-040,ENVG_T_HJD_UAR_-TR-_-010
2754612,Medio transporte AGV Carreta SKID 6,WTBMC06,ENVG_T_HJD_FM-
2757000,GCI Pasillo Oficina Mantenimiento Centra,D2PGCI001,ENVG_T
2757001,GCI Pasillo Portico lateral X52 Lado Der,D2PGCI002,ENVG_T
2757002,GCI Pasillo Portico lateral X52 Lado Izq,D2PGCI003,ENVG_T
2757003,GCI Pasillo Entrada Depotaje,D2PGCI004,ENVG_T
2757004,GCI Pasillo UET Base Rodante,D2PGCI005,ENVG_T
2757005,GCI Pasillo Taller Mantenimiento,D2PGCI006,ENVG_T
2757006,GCI Interior Matrices Paso Ruedas,D2PGCI007,ENVG_T
2757007,GCI Pasillo Robot Portico Bloque Delante,D2PGCI008,ENVG_T
2757008,GCI Columna Sala 3D,D2PGCI009,ENVG_T
2757009,GCI Escuela de Entrenamiento Soldadura,D2PGCI010,ENVG_T
2757010,GCI Columna Matrices Aletas,D2PGCI011,ENVG_T
2757011,GCI Columna Almacenamiento Aletas,D2PGCI012,ENVG_T
2757012,GCI Columna Robot Sertissage Puertas,D2PGCI013,ENVG_T
2757013,GCI Puerta Salida a Porteria,D2PGCI014,ENVG_T
2757014,GCI Columna Soldadura Cabina BM050,D2PGCI015,ENVG_T
2757015,GCI Escaleras Portico BM030,D2PGCI016,ENVG_T
2757016,GCI Puerta Salida a Torre de Enfriamient,D2PGCI017,ENVG_T
2757017,GCI Pasillo Linea Ferraje,D2PGCI018,ENVG_T
2761429,PINZA MF ARO FM  X5 DER,WFMCPZ-200,ENVG_T_BBB_FM-_FM70
2761430,PINZA MF ARO FM  X5 IZQ,WFMCPZ-201,ENVG_T_BBB_FM-_FM70
2761431,PINZA MF ARO FM X4  TFD002,WFMCPZ-202,ENVG_T_BBB_FM-_FM70
2761432,PINZA MF ARO FM X4  TFD005,WFMCPZ-203,ENVG_T_BBB_FM-_FM70
2761433,PINZA MF ARO FM X4  TFG002,WFMCPZ-204,ENVG_T_BBB_FM-_FM70
2761434,PINZA MF ARO FM X4  TFG005,WFMCPZ-205,ENVG_T_BBB_FM-_FM70
2761435,PINZA MF ARO FM J10 DER,WFMCPZ-206,ENVG_T_BBB_FM-_FM70
2761436,PINZA MF ARO FM J10 IZQ,WFMCPZ-207,ENVG_T_BBB_FM-_FM70
2761437,PINZA MF ARO FM J2 DER,WFMCPZ-208,ENVG_T_BBB_FM-_FM70
2761438,PINZA MF ARO FM J2 IZQ,WFMCPZ-209,ENVG_T_BBB_FM-_FM70
2761439,PINZA ROBOT ARO B1,WFMCPZ-151,ENVG_T_BBB_FM-_FM30
2761440,PINZA ROBOT ARO B2,WFMCPZ-152,ENVG_T_BBB_FM-_FM30
2761441,PINZA ROBOT ARO B3,WFMCPZ-153,ENVG_T_BBB_FM-_FM30
2761442,PINZA ROBOT ARO B4,WFMCPZ-154,ENVG_T_BBB_FM-_FM30
2761443,PINZA ROBOT ARO C3,WUAVCPZ-155,ENVG_T_BBB_UAV_EC20
2761444,FRESADORA DE TIPS ROBOT C4,WUAVCTD-029,ENVG_T_BBB_UAV_EC20
2761445,FRESADORA  DE TIPS ROBOT  B1,WFMCTD-030,ENVG_T_BBB_FM-_FM30
2761446,FRESADORA  DE TIPS ROBOT B2,WFMCTD-031,ENVG_T_BBB_FM-_FM30
2761447,FRESADORA   DE TIPS ROBOT B3,WFMCTD-032,ENVG_T_BBB_FM-_FM30
2761448,FRESADORA  DE TIPS ROBOT B4,WFMCTD-033,ENVG_T_BBB_FM-_FM30
2761449,ROBOT  DE SOLDADURA C4,WAUVCRS-029,ENVG_T_BBB_UAV_EC20
2761450,ROBOT  DE SOLDADURA B1,WFMCRS-030,ENVG_T_BBB_FM-_FM30
2761451,ROBOT  DE SOLDADURA B2,WFMCRS-031,ENVG_T_BBB_FM-_FM30
2761452,ROBOT  DE SOLDADURA B3,WFMCRS-032,ENVG_T_BBB_FM-_FM30
2761453,ROBOT  DE SOLDADURA B4,WFMCRS-033,ENVG_T_BBB_FM-_FM30
2761454,BOMBA MASTIC WBMBBM-207,WBMBBM-207,ENVG_T_BBB_BM-_BM50
2761455,PISTOLA MASTIC WBMBPM-213,WBMBPM-213,ENVG_T_BBB_BM-_BM50
2761456,PISTOLA MASTIC WBMBPM-214,WBMBPM-214,ENVG_T_BBB_BM-_BM50
2761457,MATRIZ  TFG002,WFMBMT-085,ENVG_T_BBB_FM-_FM70
2761458,MATRIZ  TFG005,WFMBMT-086,ENVG_T_BBB_FM-_FM70
2761459,MATRIZ  TFD005,WFMBMT-087,ENVG_T_BBB_FM-_FM70
2761460,MATRIZ  TFD002,WFMBMT-088,ENVG_T_BBB_FM-_FM70
2761461,MANUTENCION FM10,WFMCMN-011,ENVG_T_BBB_FM-_FM10
2761462,MANUTENCION FM30,WFMCMN-012,ENVG_T_BBB_FM-_FM30
2761463,MANUTENCION FM70,WFMCMN-013,ENVG_T_BBB_FM-_FM70
2761464,MANUTENCION FM80,WFMCMN-014,ENVG_T_BBB_FM-_FM80
2761465,MANUTENCION FM90,WFMCMN-015,ENVG_T_BBB_FM-_FM90
2761466,PINZA MF ARO BM110 X06 DER,WBMCPZ-250,ENVG_T_BBB_BM-_-110
2761469,PINZA MF ARO BM110 J14E IZQ,WBMCPZ-253,ENVG_T_BBB_BM-_-110
2761470,PINZA MF ARO BM110 X06 IZQ,WBMCPZ-254,ENVG_T_BBB_BM-_-110
2761471,ISLA ROBOTIZADA FM30,WFMCIS-010,ENVG_T_BBB_FM-_FM30
2761472,GRIPPER DE TECHO BM50,WBMCOG-016,ENVG_T_BBB_BM-_BM50
2768995,MANUTENCION BM120,WBMCMN-016,ENVG_T_BBB_BM__120
2768996,MANUTENCION BM130,WBMCMN-017,ENVG_T_BBB_BM__130
2768997,MATRIZ CENTRADORA DE TECHO BM50,WBMCMT-089,ENVG_T_BBB_BM__M50
2788051,PINZA ARO PREPARACIONES DER J08,WCCDPZ-210,ENVG_T_BBB_CDC_CCD-_-006
2788419,PINZA ARO PREPARACIONES DER X03,WCCDPZ-211,ENVG_T_BBB_CDC_CCD-_-006
2788420,PINZA ARO PREPARACIONES DER J08,WCCDPZ-212,ENVG_T_BBB_CDC_CCD-_-010
2788421,PINZA ARO PREPARACIONES DER X05,WCCDPZ-213,ENVG_T_BBB_CDC_CCD-_-010
2790113,PINZA ARO LATERALES DER J08 V23 3164 000,WCCDPZ-221,ENVG_T_BBB_CDC_CCD-_-400
2790114,PINZA ARO LATERALES DER J08 V23 3164 000,WCCDPZ-222,ENVG_T_BBB_CDC_CCD-_-400
2790115,PINZA ARO LATERALES DER J08 V23 3166 000,WCCDPZ-226,ENVG_T_BBB_CDC_CCD-_-500
2790116,PINZA ARO LATERALES DER J08 V23 3166 000,WCCDPZ-227,ENVG_T_BBB_CDC_CCD-_-500
2790117,PINZA ARO LATERALES DER J08 V23 3166 000,WCCDPZ-228,ENVG_T_BBB_CDC_CCD-_-500
2790118,PINZA ARO J08 PISO TRASERO IZQ  V23 3163,WUARBPZ-230,ENVG_T_BBB_UAR_-CX-_-010
2790119,PINZA ARO PREPARACIONES IZQ J08 V233162,WCCGPZ-232,ENVG_T_BBB_CDC_CCG-_-010
2790120,PINZA ARO LATERALES IZQ J08 V23 3164 000,WCCGPZ-241,ENVG_T_BBB_CDC_CCG-_-400
2790121,PINZA ARO LATERALES IZQ J08 V23 3164 000,WCCGPZ-242,ENVG_T_BBB_CDC_CCG-_-400
2790122,PINZA ARO LATERALES IZQ J08 V23 3166 000,WCCGPZ-246,ENVG_T_BBB_CDC_CCG-_-500
2790123,PINZA ARO LATERALES IZQ J08 V23 3166 000,WCCGPZ-247,ENVG_T_BBB_CDC_CCG-_-500
2790124,PINZA ARO LATERALES IZQ J08 V23 3166 000,WCCGPZ-248,ENVG_T_BBB_CDC_CCG-_-500
2790125,PINZA ARO PREPARACIONES DER J13 REP,WCCDPZ-218M,ENVG_T_BBB_CDC_CCD-_-040
